,PC 1,PC 2,PC 3
0,-2.840974355778318,-0.695577037360161,0.6399263451369528
1,-3.9887166597213612,-0.2959617321315121,0.5640353157853719
2,-2.9004954894179535,-0.6844497093387846,0.49218301031641415
3,-1.726656235121855,-1.1236125099808796,0.10957119446054774
4,-3.218553283758048,-0.584096247204004,0.3133446015896243
5,-2.81172133613953,-0.7151856181932515,0.4998676639046337
6,-3.7308639939700434,-0.3856639241889825,0.5821668389941123
7,-2.974695258949284,-0.6170763499621742,1.1190371007989712
8,-3.4230885731049647,-0.4713149997580198,0.9296335152164604
9,-2.976560290112512,-0.6249600256239228,0.9851324805532677
10,-3.5009574771333756,-0.45893269250930246,0.7018769668031745
11,-2.99730982228103,-0.6427773709554502,0.6073046783445442
12,-3.4185095313325062,-0.5046088414703251,0.45006340720901067
13,-3.412571666660531,-0.4943205410120994,0.6365470362654503
14,-2.534398737900995,-0.7641460976469573,1.239408156727914
15,-2.529667933478422,-0.8169924791614727,0.4643868807402709
16,-0.9130575656097544,-1.316765636824149,1.5253647670353114
17,-3.491888428601245,0.9797677749583522,0.5158254317683312
18,-3.1317960761420363,0.8570346213931862,0.5806701657948875
19,-3.379776158868259,0.9419739065890873,0.5410872273737403
20,-3.1837227869139832,0.8815918884371349,0.6744435291511359
21,-3.0094490856198584,0.83110271602689,0.8399712106682374
22,-2.905696119768762,0.7880314622757636,0.7423787975731942
23,-3.6176104306763213,1.0383616323208367,0.7318680098462754
24,-2.160455508546475,0.5308462032304181,0.8263418982516382
25,-1.634889718996029,0.3565665270242719,0.99256766954856
26,-2.0660478294775375,0.4774173866208854,0.5229384748279216
27,-2.3703183760632376,0.6116533679665985,0.9291937324557009
28,-1.6161093281614267,0.3336410238353144,0.746880717104549
29,-1.3215735800043378,0.20902009151123271,0.4320688899394264
30,-1.7660206240614433,0.37325034043254207,0.5459910923552179
31,-2.4468290337050833,0.5952901468682537,0.27432487548310963
32,-1.1850073589162733,-0.6361389558075649,0.26162675379603323
33,-2.247113690334326,-0.261993830795682,0.25598166953975804
34,-2.6513282778296667,-0.09407282068535722,0.6436202075978568
35,-1.8632960623116455,-0.417194857297497,-0.045312660011827176
36,-2.46346200904154,-0.20631774104024397,-0.0563849481902411
37,-2.1283971469444856,-0.31757779226124383,0.04793843527638776
38,-0.035099177206321004,-1.1221443317183126,-0.956602991388107
39,-2.744277425919304,-0.10878788503248853,-0.07899779151685045
40,-2.6987789000100864,-0.10465095090336139,0.2281199042010196
41,-2.2606813381706683,-0.257981757981412,0.24321075796964278
42,-1.9768095149781348,-0.3876580599916148,-0.20300469629597542
43,-1.5121166610376424,-0.5020887938222359,0.5458623501274537
44,-0.32438678429616896,-0.8852993734003697,1.0799733190940484
45,-1.3194132347627692,-0.5872610107163692,0.2835134539238215
46,-0.2341043643026102,-0.9660290358891452,0.3427602621194117
47,-0.2131247787090769,-0.9613703480207901,0.526435773242268
48,-1.464421379125464,-1.2766783918170734,-0.18682167166814984
49,-0.4033466102958147,-1.6342768577153304,0.06428097812062643
50,-1.454861562957738,-1.201603010763215,0.9991180376075451
51,-1.8889054897043742,-1.1268096973596489,-0.18421786881379273
52,-0.6335953166337011,-1.6075977688987384,-0.7618241383757564
53,-1.8611942171915472,-1.1651461424871652,-0.6161151161530202
54,-1.7729558780104315,-1.1831737409028584,-0.41836213152145846
55,-1.8946185580436838,-1.1343557363114847,-0.3288411100424523
56,-1.4602472879041488,-1.2732451231183073,-0.111145801435822
57,-1.9355958199511127,-1.0910832737652998,0.10757422723707234
58,-1.4461880238459894,-1.2610092443778298,0.15011387276405436
59,-2.2761721745797896,-0.9750437650232313,0.04703287737740511
60,-2.301225115327698,-0.9588011473978999,0.16001885324570164
61,-1.911572263802958,-1.0808031761775398,0.39215937251000016
62,0.15473389973736085,-1.8469629147896243,-0.17767683112573146
63,-0.5991716381085395,-1.5967024101713523,-0.41286358464735423
64,-0.1363317648657757,-1.776057119909036,-0.6581800167112389
65,2.2523017019944294,-0.33865638037369344,3.8068455341230156
66,0.2478649203959249,0.19323202524809271,1.1680676272923762
67,-0.9408440333413455,0.5717063730679067,0.5525672452693301
68,-0.01685394077170373,0.23752531129361312,0.4248673116020457
69,-0.906897216082851,0.5544312514760836,0.47316599866884423
70,0.8857973171838787,-0.10559362268053636,0.052170925681184865
71,-1.4590528061083787,0.7671170349026035,0.742453028125749
72,0.381764018879644,0.14399888626971774,1.1360474037402462
73,0.4807802718956824,0.025722486692966524,-0.12259317851749803
74,0.7879210728976668,-0.08865873774700626,-0.21539274763432767
75,1.2336448782554912,-0.3086837495967525,-1.1635203244825438
76,0.30285961600051736,0.14290205892443653,0.6997098991883972
77,0.2691327425181161,0.10744980021252394,-0.01511137673011018
78,0.516248820993943,-0.016856119466831285,-0.5772267147045793
79,-0.2049643875126126,0.3077814526470958,0.4862419037007961
80,-1.482352987436563,-0.8324384954641447,0.5845576756267497
81,-1.222353393680694,-0.9534250492085776,0.14181954679333944
82,0.1925976073241742,-1.4436006703235553,0.2775055168923547
83,-0.7992745152174523,-1.1170202907410294,-0.07268420458438932
84,1.8630579742749964,-1.9596889599421758,1.3813692075771435
85,0.5235619227638311,-1.5495279390769827,0.44129772934880807
86,1.0369730307419036,-1.730863070656594,0.4370359268809923
87,-1.105916681890572,-1.0498434151527232,-0.6930834759820896
88,0.502878701516567,-1.603576372663723,-0.4872643620156888
89,2.1492749753879687,-2.1621741726676618,-0.153405153600653
90,0.9111341891227378,-1.765831940483639,-0.7615089947559119
91,-0.12031704086575366,-1.293576532096706,0.8754826013966973
92,-0.7764348098999442,-1.1488971527582241,-0.4338997014297515
93,0.6346130707871035,-1.6449204887324893,-0.41057105769506613
94,0.14420614439518684,-0.14220381385169276,0.5429841950401902
95,-0.7850122746299945,0.1686906340078902,0.28922791964782574
96,-1.618767582735511,0.44841808216299966,0.07360729473676433
97,-0.29927809603372885,0.004206187181955187,0.39252931270074987
98,-0.13973727789571624,-0.08530230351438867,-0.11115516447915391
99,-0.08786881349168811,-0.01179347547220056,1.2747403596588138
100,-0.7355222071023835,0.1396530043761387,0.11339748025318266
